bull_ma,bull_mom,blend_lo,blend_w,riskon_rv,def_frac,lev,A_cagr,A_dd,A_calmar,B_cagr,B_dd,B_calmar
50,15,0.24,0.14,0.14,0.3333333333333333,1.3,29.9,-48.83,0.612,47.74,-43.74,1.091
50,15,0.24,0.14,0.14,0.5,1.0,30.96,-48.83,0.634,45.45,-43.74,1.039
50,15,0.24,0.14,0.14,0.5,1.3,30.49,-48.83,0.624,48.28,-43.74,1.104
50,15,0.24,0.14,0.14,0.6666666666666666,1.0,31.46,-48.83,0.644,45.94,-43.74,1.05
50,15,0.24,0.14,0.14,0.6666666666666666,1.3,30.98,-48.83,0.634,48.78,-43.74,1.115
50,15,0.24,0.14,0.16,0.3333333333333333,1.0,32.17,-48.83,0.659,46.98,-45.52,1.032
50,15,0.24,0.14,0.16,0.3333333333333333,1.3,32.48,-48.83,0.665,49.51,-48.11,1.029
50,15,0.24,0.14,0.16,0.5,1.0,32.77,-48.83,0.671,47.52,-45.52,1.044
50,15,0.24,0.14,0.16,0.5,1.3,33.08,-48.83,0.677,50.06,-48.11,1.04
50,15,0.24,0.14,0.16,0.6666666666666666,1.0,33.27,-48.83,0.681,48.01,-45.52,1.055
50,15,0.24,0.14,0.16,0.6666666666666666,1.3,33.58,-48.83,0.688,50.56,-48.11,1.051
50,15,0.24,0.14,0.18,0.3333333333333333,1.0,31.85,-48.83,0.652,45.65,-51.32,0.889
50,15,0.24,0.14,0.18,0.3333333333333333,1.3,31.9,-48.83,0.653,47.22,-57.98,0.815
50,15,0.24,0.14,0.18,0.5,1.0,32.45,-48.83,0.664,46.18,-51.32,0.9
50,15,0.24,0.14,0.18,0.5,1.3,32.5,-48.83,0.666,47.76,-57.98,0.824
50,15,0.24,0.14,0.18,0.6666666666666666,1.0,32.94,-48.83,0.675,46.67,-51.32,0.909
50,15,0.24,0.14,0.18,0.6666666666666666,1.3,33.0,-48.83,0.676,48.26,-57.98,0.832
50,15,0.28,0.1,0.14,0.3333333333333333,1.0,30.47,-48.83,0.624,45.56,-43.74,1.042
50,15,0.28,0.1,0.14,0.3333333333333333,1.3,29.99,-48.83,0.614,48.4,-43.74,1.106
50,15,0.28,0.1,0.14,0.5,1.0,30.97,-48.83,0.634,45.34,-43.74,1.036
50,15,0.28,0.1,0.14,0.5,1.3,30.5,-48.83,0.625,48.17,-43.74,1.101
50,15,0.28,0.1,0.14,0.6666666666666666,1.0,30.97,-48.83,0.634,45.98,-43.74,1.051
50,15,0.28,0.1,0.14,0.6666666666666666,1.3,30.5,-48.83,0.625,48.83,-43.74,1.116
50,15,0.28,0.1,0.16,0.3333333333333333,1.0,32.26,-48.83,0.661,47.63,-45.52,1.046
50,15,0.28,0.1,0.16,0.3333333333333333,1.3,32.57,-48.83,0.667,50.17,-48.11,1.043
50,15,0.28,0.1,0.16,0.5,1.0,32.78,-48.83,0.671,47.41,-45.52,1.041
50,15,0.28,0.1,0.16,0.5,1.3,33.09,-48.83,0.678,49.94,-48.11,1.038
50,15,0.28,0.1,0.16,0.6666666666666666,1.0,32.78,-48.83,0.671,48.06,-45.52,1.056
50,15,0.28,0.1,0.16,0.6666666666666666,1.3,33.09,-48.83,0.678,50.61,-48.11,1.052
50,15,0.28,0.1,0.18,0.3333333333333333,1.0,31.94,-48.83,0.654,46.29,-51.32,0.902
50,15,0.28,0.1,0.18,0.3333333333333333,1.3,32.0,-48.83,0.655,47.87,-57.98,0.826
50,15,0.28,0.1,0.18,0.5,1.0,32.46,-48.83,0.665,46.07,-51.32,0.898
50,15,0.28,0.1,0.18,0.5,1.3,32.51,-48.83,0.666,47.65,-57.98,0.822
50,15,0.28,0.1,0.18,0.6666666666666666,1.0,32.46,-48.83,0.665,46.72,-51.32,0.91
50,15,0.28,0.1,0.18,0.6666666666666666,1.3,32.52,-48.83,0.666,48.3,-57.98,0.833
50,15,0.28,0.14,0.14,0.3333333333333333,1.0,30.09,-48.83,0.616,44.96,-43.74,1.028
50,15,0.28,0.14,0.14,0.3333333333333333,1.3,29.62,-48.83,0.607,47.78,-43.74,1.092
50,15,0.28,0.14,0.14,0.5,1.0,30.1,-48.83,0.616,45.38,-43.74,1.037
50,15,0.28,0.14,0.14,0.5,1.3,29.62,-48.83,0.607,48.21,-43.74,1.102
50,15,0.28,0.14,0.14,0.6666666666666666,1.0,30.4,-48.83,0.623,45.67,-43.74,1.044
50,15,0.28,0.14,0.14,0.6666666666666666,1.3,29.93,-48.83,0.613,48.5,-43.74,1.109
50,15,0.28,0.14,0.16,0.3333333333333333,1.0,31.88,-48.83,0.653,47.02,-45.52,1.033
50,15,0.28,0.14,0.16,0.3333333333333333,1.3,32.19,-48.83,0.659,49.55,-48.11,1.03
50,15,0.28,0.14,0.16,0.5,1.0,31.89,-48.83,0.653,47.45,-45.52,1.042
50,15,0.28,0.14,0.16,0.5,1.3,32.2,-48.83,0.659,49.99,-48.11,1.039
50,15,0.28,0.14,0.16,0.6666666666666666,1.0,32.2,-48.83,0.659,47.74,-45.52,1.049
50,15,0.28,0.14,0.16,0.6666666666666666,1.3,32.51,-48.83,0.666,50.28,-48.11,1.045
50,15,0.28,0.14,0.18,0.3333333333333333,1.0,31.56,-48.83,0.646,45.69,-51.32,0.89
50,15,0.28,0.14,0.18,0.3333333333333333,1.3,31.62,-48.83,0.648,47.26,-57.98,0.815
50,15,0.28,0.14,0.18,0.5,1.0,31.57,-48.83,0.647,46.11,-51.32,0.898
50,15,0.28,0.14,0.18,0.5,1.3,31.63,-48.83,0.648,47.69,-57.98,0.823
50,15,0.28,0.14,0.18,0.6666666666666666,1.0,31.88,-48.83,0.653,46.4,-51.32,0.904
50,15,0.28,0.14,0.18,0.6666666666666666,1.3,31.94,-48.83,0.654,47.98,-57.98,0.828
50,15,0.32,0.1,0.14,0.3333333333333333,1.0,29.81,-52.57,0.567,44.68,-43.74,1.021
50,15,0.32,0.1,0.14,0.3333333333333333,1.3,29.33,-52.57,0.558,47.5,-43.74,1.086
50,15,0.32,0.1,0.14,0.5,1.0,29.95,-50.58,0.592,44.64,-43.74,1.02
50,15,0.32,0.1,0.14,0.5,1.3,29.48,-50.58,0.583,47.45,-43.74,1.085
50,15,0.32,0.1,0.14,0.6666666666666666,1.0,29.54,-51.16,0.577,44.85,-43.74,1.025
50,15,0.32,0.1,0.14,0.6666666666666666,1.3,29.07,-51.16,0.568,47.67,-43.74,1.09
50,15,0.32,0.1,0.16,0.3333333333333333,1.0,31.59,-52.57,0.601,46.74,-45.52,1.027
50,15,0.32,0.1,0.16,0.3333333333333333,1.3,31.9,-52.57,0.607,49.26,-48.11,1.024
50,15,0.32,0.1,0.16,0.5,1.0,31.74,-50.58,0.628,46.69,-45.52,1.026
50,15,0.32,0.1,0.16,0.5,1.3,32.05,-50.58,0.634,49.22,-48.11,1.023
50,15,0.32,0.1,0.16,0.6666666666666666,1.0,31.32,-51.16,0.612,46.91,-45.52,1.031
50,15,0.32,0.1,0.16,0.6666666666666666,1.3,31.63,-51.16,0.618,49.44,-48.11,1.028
50,15,0.32,0.1,0.18,0.3333333333333333,1.0,31.27,-52.57,0.595,45.4,-51.32,0.885
50,15,0.32,0.1,0.18,0.3333333333333333,1.3,31.33,-52.57,0.596,46.98,-57.98,0.81
50,15,0.32,0.1,0.18,0.5,1.0,31.42,-50.58,0.621,45.36,-51.32,0.884
50,15,0.32,0.1,0.18,0.5,1.3,31.48,-50.58,0.622,46.93,-57.98,0.81
50,15,0.32,0.1,0.18,0.6666666666666666,1.0,31.0,-51.16,0.606,45.58,-51.32,0.888
50,15,0.32,0.1,0.18,0.6666666666666666,1.3,31.06,-51.16,0.607,47.15,-57.98,0.813
50,15,0.32,0.14,0.14,0.3333333333333333,1.0,29.13,-53.65,0.543,44.38,-43.74,1.015
50,15,0.32,0.14,0.14,0.3333333333333333,1.3,28.66,-53.65,0.534,47.2,-43.74,1.079
50,15,0.32,0.14,0.14,0.5,1.0,29.17,-53.09,0.549,44.58,-43.74,1.019
50,15,0.32,0.14,0.14,0.5,1.3,28.7,-53.09,0.541,47.4,-43.74,1.084
50,15,0.32,0.14,0.14,0.6666666666666666,1.0,28.97,-54.79,0.529,44.54,-43.74,1.018
50,15,0.32,0.14,0.14,0.6666666666666666,1.3,28.5,-54.79,0.52,47.36,-43.74,1.083
50,15,0.32,0.14,0.16,0.3333333333333333,1.0,30.91,-53.65,0.576,46.44,-45.52,1.02
50,15,0.32,0.14,0.16,0.3333333333333333,1.3,31.22,-53.65,0.582,48.96,-48.11,1.018
50,15,0.32,0.14,0.16,0.5,1.0,30.95,-53.09,0.583,46.64,-45.52,1.025
50,15,0.32,0.14,0.16,0.5,1.3,31.25,-53.09,0.589,49.16,-48.11,1.022
50,15,0.32,0.14,0.16,0.6666666666666666,1.0,30.75,-54.79,0.561,46.6,-45.52,1.024
50,15,0.32,0.14,0.16,0.6666666666666666,1.3,31.05,-54.79,0.567,49.12,-48.11,1.021
50,15,0.32,0.14,0.18,0.3333333333333333,1.0,30.6,-53.65,0.57,45.11,-51.32,0.879
50,15,0.32,0.14,0.18,0.3333333333333333,1.3,30.65,-53.65,0.571,46.68,-57.98,0.805
50,15,0.32,0.14,0.18,0.5,1.0,30.63,-53.09,0.577,45.31,-51.32,0.883
50,15,0.32,0.14,0.18,0.5,1.3,30.69,-53.09,0.578,46.88,-57.98,0.809
50,15,0.32,0.14,0.18,0.6666666666666666,1.0,30.43,-54.79,0.555,45.27,-51.32,0.882
50,15,0.32,0.14,0.18,0.6666666666666666,1.3,30.49,-54.79,0.556,46.84,-57.98,0.808
50,21,0.24,0.1,0.14,0.3333333333333333,1.0,30.41,-48.39,0.628,41.22,-42.99,0.959
50,21,0.24,0.1,0.14,0.3333333333333333,1.3,29.93,-48.39,0.618,43.97,-42.99,1.023
50,21,0.24,0.1,0.14,0.5,1.0,31.89,-48.39,0.659,41.54,-42.99,0.966
50,21,0.24,0.1,0.14,0.5,1.3,31.41,-48.39,0.649,44.3,-42.99,1.03
50,21,0.24,0.1,0.14,0.6666666666666666,1.0,31.94,-49.73,0.642,42.13,-42.99,0.98
50,21,0.24,0.1,0.14,0.6666666666666666,1.3,31.46,-49.73,0.633,44.9,-42.99,1.045
50,21,0.24,0.1,0.16,0.3333333333333333,1.0,32.31,-48.39,0.668,43.7,-43.85,0.997
50,21,0.24,0.1,0.16,0.3333333333333333,1.3,32.62,-48.39,0.674,46.18,-46.52,0.993
50,21,0.24,0.1,0.16,0.5,1.0,33.82,-48.39,0.699,44.03,-43.85,1.004
50,21,0.24,0.1,0.16,0.5,1.3,34.13,-48.39,0.705,46.51,-46.52,1.0
50,21,0.24,0.1,0.16,0.6666666666666666,1.0,33.86,-49.73,0.681,44.63,-43.85,1.018
50,21,0.24,0.1,0.16,0.6666666666666666,1.3,34.18,-49.73,0.687,47.12,-46.52,1.013
50,21,0.24,0.1,0.18,0.3333333333333333,1.0,31.99,-48.39,0.661,42.77,-49.92,0.857
50,21,0.24,0.1,0.18,0.3333333333333333,1.3,32.05,-48.39,0.662,44.31,-56.77,0.781
50,21,0.24,0.1,0.18,0.5,1.0,33.49,-48.39,0.692,43.09,-49.92,0.863
50,21,0.24,0.1,0.18,0.5,1.3,33.55,-48.39,0.693,44.64,-56.77,0.786
50,21,0.24,0.1,0.18,0.6666666666666666,1.0,33.54,-49.73,0.674,43.69,-49.92,0.875
50,21,0.24,0.1,0.18,0.6666666666666666,1.3,33.6,-49.73,0.676,45.24,-56.77,0.797
50,21,0.24,0.14,0.14,0.3333333333333333,1.0,29.86,-48.39,0.617,40.68,-42.99,0.946
50,21,0.24,0.14,0.14,0.3333333333333333,1.3,29.39,-48.39,0.607,43.42,-42.99,1.01
50,21,0.24,0.14,0.14,0.5,1.0,30.47,-48.39,0.63,41.21,-42.99,0.959
50,21,0.24,0.14,0.14,0.5,1.3,30.0,-48.39,0.62,43.96,-42.99,1.023
50,21,0.24,0.14,0.14,0.6666666666666666,1.0,30.92,-48.39,0.639,41.67,-42.99,0.969
50,21,0.24,0.14,0.14,0.6666666666666666,1.3,30.44,-48.39,0.629,44.43,-42.99,1.033
50,21,0.24,0.14,0.16,0.3333333333333333,1.0,31.75,-48.39,0.656,43.15,-43.85,0.984
50,21,0.24,0.14,0.16,0.3333333333333333,1.3,32.07,-48.39,0.663,45.62,-46.52,0.981
50,21,0.24,0.14,0.16,0.5,1.0,32.38,-48.39,0.669,43.69,-43.85,0.996
50,21,0.24,0.14,0.16,0.5,1.3,32.69,-48.39,0.675,46.17,-46.52,0.992
50,21,0.24,0.14,0.16,0.6666666666666666,1.0,32.83,-48.39,0.678,44.16,-43.85,1.007
50,21,0.24,0.14,0.16,0.6666666666666666,1.3,33.14,-48.39,0.685,46.64,-46.52,1.003
50,21,0.24,0.14,0.18,0.3333333333333333,1.0,31.44,-48.39,0.65,42.23,-49.92,0.846
50,21,0.24,0.14,0.18,0.3333333333333333,1.3,31.49,-48.39,0.651,43.76,-56.77,0.771
50,21,0.24,0.14,0.18,0.5,1.0,32.06,-48.39,0.662,42.76,-49.92,0.857
50,21,0.24,0.14,0.18,0.5,1.3,32.12,-48.39,0.664,44.3,-56.77,0.78
50,21,0.24,0.14,0.18,0.6666666666666666,1.0,32.5,-48.39,0.672,43.22,-49.92,0.866
50,21,0.24,0.14,0.18,0.6666666666666666,1.3,32.56,-48.39,0.673,44.77,-56.77,0.789
50,21,0.28,0.1,0.14,0.3333333333333333,1.0,29.55,-48.39,0.611,40.55,-42.99,0.943
50,21,0.28,0.1,0.14,0.3333333333333333,1.3,29.07,-48.39,0.601,43.28,-42.99,1.007
50,21,0.28,0.1,0.14,0.5,1.0,29.81,-48.39,0.616,40.28,-42.99,0.937
50,21,0.28,0.1,0.14,0.5,1.3,29.33,-48.39,0.606,43.01,-42.99,1.001
50,21,0.28,0.1,0.14,0.6666666666666666,1.0,30.09,-48.39,0.622,40.96,-42.99,0.953
50,21,0.28,0.1,0.14,0.6666666666666666,1.3,29.61,-48.39,0.612,43.7,-42.99,1.017
50,21,0.28,0.1,0.16,0.3333333333333333,1.0,31.44,-48.39,0.65,43.01,-43.85,0.981
50,21,0.28,0.1,0.16,0.3333333333333333,1.3,31.74,-48.39,0.656,45.48,-46.52,0.978
50,21,0.28,0.1,0.16,0.5,1.0,31.7,-48.39,0.655,42.75,-43.85,0.975
50,21,0.28,0.1,0.16,0.5,1.3,32.01,-48.39,0.661,45.2,-46.52,0.972
50,21,0.28,0.1,0.16,0.6666666666666666,1.0,31.98,-48.39,0.661,43.43,-43.85,0.99
50,21,0.28,0.1,0.16,0.6666666666666666,1.3,32.29,-48.39,0.667,45.9,-46.52,0.987
50,21,0.28,0.1,0.18,0.3333333333333333,1.0,31.12,-48.39,0.643,42.09,-49.92,0.843
50,21,0.28,0.1,0.18,0.3333333333333333,1.3,31.18,-48.39,0.644,43.62,-56.77,0.768
50,21,0.28,0.1,0.18,0.5,1.0,31.38,-48.39,0.648,41.82,-49.92,0.838
50,21,0.28,0.1,0.18,0.5,1.3,31.44,-48.39,0.65,43.35,-56.77,0.764
50,21,0.28,0.1,0.18,0.6666666666666666,1.0,31.66,-48.39,0.654,42.5,-49.92,0.851
50,21,0.28,0.1,0.18,0.6666666666666666,1.3,31.72,-48.39,0.656,44.04,-56.77,0.776
50,21,0.28,0.14,0.14,0.3333333333333333,1.0,28.1,-51.95,0.541,39.88,-43.51,0.917
50,21,0.28,0.14,0.14,0.3333333333333333,1.3,27.64,-51.95,0.532,42.61,-43.51,0.979
50,21,0.28,0.14,0.14,0.5,1.0,27.94,-53.92,0.518,40.25,-43.51,0.925
50,21,0.28,0.14,0.14,0.5,1.3,27.47,-53.92,0.51,42.98,-43.51,0.988
50,21,0.28,0.14,0.14,0.6666666666666666,1.0,28.43,-52.05,0.546,40.59,-43.51,0.933
50,21,0.28,0.14,0.14,0.6666666666666666,1.3,27.96,-52.05,0.537,43.32,-43.51,0.996
50,21,0.28,0.14,0.16,0.3333333333333333,1.0,29.97,-51.95,0.577,42.34,-43.85,0.966
50,21,0.28,0.14,0.16,0.3333333333333333,1.3,30.28,-51.95,0.583,44.79,-46.52,0.963
50,21,0.28,0.14,0.16,0.5,1.0,29.8,-53.92,0.553,42.71,-43.85,0.974
50,21,0.28,0.14,0.16,0.5,1.3,30.11,-53.92,0.558,45.16,-46.52,0.971
50,21,0.28,0.14,0.16,0.6666666666666666,1.0,30.3,-52.05,0.582,43.06,-43.85,0.982
50,21,0.28,0.14,0.16,0.6666666666666666,1.3,30.61,-52.05,0.588,45.52,-46.52,0.978
50,21,0.28,0.14,0.18,0.3333333333333333,1.0,29.66,-51.95,0.571,41.42,-49.92,0.83
50,21,0.28,0.14,0.18,0.3333333333333333,1.3,29.72,-51.95,0.572,42.95,-56.77,0.756
50,21,0.28,0.14,0.18,0.5,1.0,29.49,-53.92,0.547,41.78,-49.92,0.837
50,21,0.28,0.14,0.18,0.5,1.3,29.55,-53.92,0.548,43.31,-56.77,0.763
50,21,0.28,0.14,0.18,0.6666666666666666,1.0,29.99,-52.05,0.576,42.13,-49.92,0.844
50,21,0.28,0.14,0.18,0.6666666666666666,1.3,30.05,-52.05,0.577,43.66,-56.77,0.769
50,21,0.32,0.1,0.14,0.3333333333333333,1.0,26.91,-60.91,0.442,39.2,-47.79,0.82
50,21,0.32,0.1,0.14,0.3333333333333333,1.3,26.45,-60.91,0.434,41.91,-47.79,0.877
50,21,0.32,0.1,0.14,0.5,1.0,26.94,-60.01,0.449,39.21,-47.79,0.82
50,21,0.32,0.1,0.14,0.5,1.3,26.48,-60.01,0.441,41.92,-47.79,0.877
50,21,0.32,0.1,0.14,0.6666666666666666,1.0,26.68,-59.01,0.452,39.37,-47.79,0.824
50,21,0.32,0.1,0.14,0.6666666666666666,1.3,26.22,-59.01,0.444,42.09,-47.79,0.881
50,21,0.32,0.1,0.16,0.3333333333333333,1.0,28.77,-60.91,0.472,41.64,-47.79,0.871
50,21,0.32,0.1,0.16,0.3333333333333333,1.3,29.07,-60.91,0.477,44.08,-47.79,0.922
50,21,0.32,0.1,0.16,0.5,1.0,28.79,-60.01,0.48,41.65,-47.79,0.872
50,21,0.32,0.1,0.16,0.5,1.3,29.09,-60.01,0.485,44.09,-47.79,0.923
50,21,0.32,0.1,0.16,0.6666666666666666,1.0,28.53,-59.01,0.484,41.82,-47.79,0.875
50,21,0.32,0.1,0.16,0.6666666666666666,1.3,28.83,-59.01,0.489,44.26,-47.79,0.926
50,21,0.32,0.1,0.18,0.3333333333333333,1.0,28.45,-60.91,0.467,40.72,-49.92,0.816
50,21,0.32,0.1,0.18,0.3333333333333333,1.3,28.51,-60.91,0.468,42.25,-56.77,0.744
50,21,0.32,0.1,0.18,0.5,1.0,28.48,-60.01,0.475,40.73,-49.92,0.816
50,21,0.32,0.1,0.18,0.5,1.3,28.54,-60.01,0.476,42.25,-56.77,0.744
50,21,0.32,0.1,0.18,0.6666666666666666,1.0,28.22,-59.01,0.478,40.9,-49.92,0.819
50,21,0.32,0.1,0.18,0.6666666666666666,1.3,28.28,-59.01,0.479,42.42,-56.77,0.747
50,21,0.32,0.14,0.14,0.3333333333333333,1.0,25.71,-63.65,0.404,39.01,-47.79,0.816
50,21,0.32,0.14,0.14,0.3333333333333333,1.3,25.25,-63.65,0.397,41.72,-47.79,0.873
50,21,0.32,0.14,0.14,0.5,1.0,26.07,-62.18,0.419,39.18,-47.79,0.82
50,21,0.32,0.14,0.14,0.5,1.3,25.61,-62.18,0.412,41.89,-47.79,0.877
50,21,0.32,0.14,0.14,0.6666666666666666,1.0,25.55,-63.5,0.402,39.17,-47.79,0.82
50,21,0.32,0.14,0.14,0.6666666666666666,1.3,25.09,-63.5,0.395,41.88,-47.79,0.876
50,21,0.32,0.14,0.16,0.3333333333333333,1.0,27.55,-63.65,0.433,41.45,-47.79,0.867
50,21,0.32,0.14,0.16,0.3333333333333333,1.3,27.85,-63.65,0.437,43.89,-47.79,0.918
50,21,0.32,0.14,0.16,0.5,1.0,27.9,-62.18,0.449,41.63,-47.79,0.871
50,21,0.32,0.14,0.16,0.5,1.3,28.21,-62.18,0.454,44.06,-47.79,0.922
50,21,0.32,0.14,0.16,0.6666666666666666,1.0,27.38,-63.5,0.431,41.61,-47.79,0.871
50,21,0.32,0.14,0.16,0.6666666666666666,1.3,27.68,-63.5,0.436,44.05,-47.79,0.922
50,21,0.32,0.14,0.18,0.3333333333333333,1.0,27.24,-63.65,0.428,40.54,-49.92,0.812
50,21,0.32,0.14,0.18,0.3333333333333333,1.3,27.29,-63.65,0.429,42.06,-56.77,0.741
50,21,0.32,0.14,0.18,0.5,1.0,27.59,-62.18,0.444,40.71,-49.92,0.815
50,21,0.32,0.14,0.18,0.5,1.3,27.65,-62.18,0.445,42.23,-56.77,0.744
50,21,0.32,0.14,0.18,0.6666666666666666,1.0,27.07,-63.5,0.426,40.69,-49.92,0.815
50,21,0.32,0.14,0.18,0.6666666666666666,1.3,27.13,-63.5,0.427,42.21,-56.77,0.744
60,10,0.24,0.1,0.14,0.3333333333333333,1.0,30.28,-52.15,0.581,41.46,-44.9,0.923
60,10,0.24,0.1,0.14,0.3333333333333333,1.3,29.8,-52.15,0.572,44.21,-44.9,0.985
60,10,0.24,0.1,0.14,0.5,1.0,31.53,-50.14,0.629,41.81,-44.9,0.931
60,10,0.24,0.1,0.14,0.5,1.3,31.05,-50.14,0.619,44.57,-44.9,0.993
60,10,0.24,0.1,0.14,0.6666666666666666,1.0,31.82,-49.73,0.64,42.37,-44.9,0.944
60,10,0.24,0.1,0.14,0.6666666666666666,1.3,31.34,-49.73,0.63,45.15,-44.9,1.005
60,10,0.24,0.1,0.16,0.3333333333333333,1.0,32.33,-52.15,0.62,43.57,-45.74,0.953
60,10,0.24,0.1,0.16,0.3333333333333333,1.3,32.64,-52.15,0.626,46.04,-48.32,0.953
60,10,0.24,0.1,0.16,0.5,1.0,33.6,-50.14,0.67,43.92,-45.74,0.96
60,10,0.24,0.1,0.16,0.5,1.3,33.92,-50.14,0.676,46.4,-48.32,0.96
60,10,0.24,0.1,0.16,0.6666666666666666,1.0,33.9,-49.73,0.682,44.5,-45.74,0.973
60,10,0.24,0.1,0.16,0.6666666666666666,1.3,34.21,-49.73,0.688,46.98,-48.32,0.972
60,10,0.24,0.1,0.18,0.3333333333333333,1.0,32.08,-52.15,0.615,42.67,-51.52,0.828
60,10,0.24,0.1,0.18,0.3333333333333333,1.3,32.14,-52.15,0.616,44.21,-58.14,0.76
60,10,0.24,0.1,0.18,0.5,1.0,33.35,-50.14,0.665,43.02,-51.52,0.835
60,10,0.24,0.1,0.18,0.5,1.3,33.41,-50.14,0.666,44.56,-58.14,0.766
60,10,0.24,0.1,0.18,0.6666666666666666,1.0,33.65,-49.73,0.677,43.59,-51.52,0.846
60,10,0.24,0.1,0.18,0.6666666666666666,1.3,33.7,-49.73,0.678,45.14,-58.14,0.776
60,10,0.24,0.14,0.14,0.3333333333333333,1.0,30.17,-52.31,0.577,40.55,-44.9,0.903
60,10,0.24,0.14,0.14,0.3333333333333333,1.3,29.69,-52.31,0.568,43.29,-44.9,0.964
60,10,0.24,0.14,0.14,0.5,1.0,30.32,-52.33,0.58,40.95,-44.9,0.912
60,10,0.24,0.14,0.14,0.5,1.3,29.85,-52.33,0.57,43.7,-44.9,0.973
60,10,0.24,0.14,0.14,0.6666666666666666,1.0,31.3,-50.38,0.621,41.57,-44.9,0.926
60,10,0.24,0.14,0.14,0.6666666666666666,1.3,30.82,-50.38,0.612,44.32,-44.9,0.987
60,10,0.24,0.14,0.16,0.3333333333333333,1.0,32.22,-52.31,0.616,42.65,-45.74,0.932
60,10,0.24,0.14,0.16,0.3333333333333333,1.3,32.53,-52.31,0.622,45.1,-48.32,0.933
60,10,0.24,0.14,0.16,0.5,1.0,32.38,-52.33,0.619,43.05,-45.74,0.941
60,10,0.24,0.14,0.16,0.5,1.3,32.69,-52.33,0.625,45.51,-48.32,0.942
60,10,0.24,0.14,0.16,0.6666666666666666,1.0,33.37,-50.38,0.662,43.68,-45.74,0.955
60,10,0.24,0.14,0.16,0.6666666666666666,1.3,33.68,-50.38,0.669,46.15,-48.32,0.955
60,10,0.24,0.14,0.18,0.3333333333333333,1.0,31.97,-52.31,0.611,41.75,-51.52,0.81
60,10,0.24,0.14,0.18,0.3333333333333333,1.3,32.03,-52.31,0.612,43.28,-58.14,0.744
60,10,0.24,0.14,0.18,0.5,1.0,32.13,-52.33,0.614,42.15,-51.52,0.818
60,10,0.24,0.14,0.18,0.5,1.3,32.19,-52.33,0.615,43.69,-58.14,0.751
60,10,0.24,0.14,0.18,0.6666666666666666,1.0,33.12,-50.38,0.657,42.78,-51.52,0.83
60,10,0.24,0.14,0.18,0.6666666666666666,1.3,33.17,-50.38,0.658,44.32,-58.14,0.762
60,10,0.28,0.1,0.14,0.3333333333333333,1.0,30.0,-52.33,0.573,39.95,-45.45,0.879
60,10,0.28,0.1,0.14,0.3333333333333333,1.3,29.53,-52.33,0.564,42.68,-45.45,0.939
60,10,0.28,0.1,0.14,0.5,1.0,30.36,-52.33,0.58,39.83,-45.45,0.876
60,10,0.28,0.1,0.14,0.5,1.3,29.88,-52.33,0.571,42.55,-45.45,0.936
60,10,0.28,0.1,0.14,0.6666666666666666,1.0,30.71,-52.33,0.587,40.43,-45.45,0.89
60,10,0.28,0.1,0.14,0.6666666666666666,1.3,30.23,-52.33,0.578,43.17,-45.45,0.95
60,10,0.28,0.1,0.16,0.3333333333333333,1.0,32.05,-52.33,0.613,42.04,-45.74,0.919
60,10,0.28,0.1,0.16,0.3333333333333333,1.3,32.36,-52.33,0.618,44.48,-48.32,0.921
60,10,0.28,0.1,0.16,0.5,1.0,32.41,-52.33,0.619,41.91,-45.74,0.916
60,10,0.28,0.1,0.16,0.5,1.3,32.72,-52.33,0.625,44.35,-48.32,0.918
60,10,0.28,0.1,0.16,0.6666666666666666,1.0,32.77,-52.33,0.626,42.52,-45.74,0.93
60,10,0.28,0.1,0.16,0.6666666666666666,1.3,33.08,-52.33,0.632,44.98,-48.32,0.931
60,10,0.28,0.1,0.18,0.3333333333333333,1.0,31.8,-52.33,0.608,41.15,-51.52,0.799
60,10,0.28,0.1,0.18,0.3333333333333333,1.3,31.86,-52.33,0.609,42.67,-58.14,0.734
60,10,0.28,0.1,0.18,0.5,1.0,32.16,-52.33,0.615,41.02,-51.52,0.796
60,10,0.28,0.1,0.18,0.5,1.3,32.22,-52.33,0.616,42.54,-58.14,0.732
60,10,0.28,0.1,0.18,0.6666666666666666,1.0,32.52,-52.33,0.621,41.63,-51.52,0.808
60,10,0.28,0.1,0.18,0.6666666666666666,1.3,32.57,-52.33,0.623,43.16,-58.14,0.742
60,10,0.28,0.14,0.14,0.3333333333333333,1.0,28.91,-52.33,0.552,39.12,-46.69,0.838
60,10,0.28,0.14,0.14,0.3333333333333333,1.3,28.44,-52.33,0.544,41.83,-46.69,0.896
60,10,0.28,0.14,0.14,0.5,1.0,28.99,-52.33,0.554,39.98,-46.69,0.856
60,10,0.28,0.14,0.14,0.5,1.3,28.52,-52.33,0.545,42.71,-46.69,0.915
60,10,0.28,0.14,0.14,0.6666666666666666,1.0,29.32,-52.33,0.56,39.81,-46.69,0.853
60,10,0.28,0.14,0.14,0.6666666666666666,1.3,28.85,-52.33,0.551,42.53,-46.69,0.911
60,10,0.28,0.14,0.16,0.3333333333333333,1.0,30.94,-52.33,0.591,41.2,-46.69,0.882
60,10,0.28,0.14,0.16,0.3333333333333333,1.3,31.25,-52.33,0.597,43.63,-48.32,0.903
60,10,0.28,0.14,0.16,0.5,1.0,31.02,-52.33,0.593,42.07,-46.69,0.901
60,10,0.28,0.14,0.16,0.5,1.3,31.33,-52.33,0.599,44.51,-48.32,0.921
